"배터리 용량(mAh, Typical)",통화 시간 (3G),인터넷 사용 시간(3G),인터넷 사용 시간(Wi-Fi),인터넷 사용 시간(LTE),교체 가능,동영상 재생 시간,오디오 재생 시간,크기(세로x가로x두께),무게,종류(Main),크기(Main),해상도(Main),색상 (Main),S펜 지원,SIM 사이즈,인프라,2G GSM,3G UMTS,4G LTE,외장 메모리 지원,RAM Size (GB),ROM Size (GB),사용할 수 있는 메모리*,메인 카메라 - 화소,메인 카메라 - 오토 포커스,메인 카메라 - 플래시,동영상 녹화 해상도,전면 카메라 - 화소,모바일 TV,Gear 매니저,S보이스,위치 기술,PC 싱크,블루투스 버전,MHL,ANT+,NFC,USB 버전,Wi-Fi,Wi-Fi Direct,블루투스 프로파일,이어잭,동영상 지원 포맷,동영상 지원 해상도,오디오 지원 포맷,색상,CPU 속도,통화 시간 (W-CDMA),웨어러블 디바이스 지원,크기 (Main),해상도 (Main),종류 (Main),색심도 (Main),CPU 종류,후면 카메라 - 오토 포커스,후면 카메라 - 플래쉬,스토리지(저장 용량) (GB),사용 가능한 스토리지(저장 용량) (GB),4G FDD LTE,4G TDD LTE,형태,"크기(세로x가로x두께, mm)",무게(g),인터넷 사용 시간(3G) (Hours),인터넷 사용 시간(LTE) (Hours),인터넷 사용 시간(Wi-Fi) (Hours),비디오 재생 시간 (Hours),표준 배터리 용량(mAh),오디오 재생 시간 (Hours),연속 통화시간(2G GSM) (Hours),연속 통화시간(3G WCDMA) (Hours),연속 통화시간(2G CDMA) (Hours),연속 통화시간(3G TD-SCDMA) (Hours),연속 통화시간(4G LTE) (Hours),웨어러블 디바이스,전면 카메라 - 조리개 값,외장 스토리지(저장 용량) 지원,Type of SIM Slot,3G TD-SCDMA,"오디오 재생 시간 (Hours, Always On Display Off)",Gear 서포트,메모리 (GB),SIM 개수,USB 인터페이스,삼성 덱스 서포트,크기 (Main Display),후면 카메라 - OIS,후면 카메라 - 줌,후면 카메라 줌,전면 카메라 - 오토 포커스,슬로우 모션,스테레오 지원,후면 카메라 - 화소 (Multiple),후면 카메라 - 조리개 값 (Multiple),5G TDD Sub6,"비디오 재생 시간 (Hours, Wireless)","오디오 재생 시간 (Hours, Wireless)",UWB (Ultra-Wideband),후면 카메라 - Laser AF 센서,최대 주사율 (Main),멀티 SIM,전면 카메라 - OIS,전면 카메라 - 플래쉬,메인 카메라 - 타입,5G FDD Sub6,크기 (Sub),해상도 (Sub),종류 (Sub),색심도 (Sub),커버 카메라 - 화소,커버 카메라 - 조리개 값,커버 카메라 - 오토 포커스,"접힌 상태시 크기(세로x가로x두께, mm)",언더 디스플레이 카메라 - 화소,언더 디스플레이 카메라 - 조리개 값,언더 디스플레이 카메라 - 오토 포커스,언더 디스플레이 카메라 - OIS,블루투스 보청기 지원,대기 시간 (LTE),대기 시간 (3G),통화 시간 (LTE),대기 시간 (W-CDMA),메인 카메라 - 이미지 센서
5000,,,,,아니오,,,,,,,,,,Nano-SIM (4FF),,"GSM900, DCS1800, PCS1900","B1(2100), B2(1900), B4(AWS), B5(850)",,,,,,,,,FHD (1920 x 1080) @30fps,13.0 MP,아니오,,,"GPS, Glonass, Beidou, Galileo",Smart Switch (PC version),Bluetooth v5.0 (LE up to 2 Mbps),아니오,아니오,예,USB 2.0,802.11 a/b/g/n/ac 2.4+5 GHz,예,,3.5 mm Stereo,"MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM",FHD (1920 x 1080) @60fps,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",블랙,2 GHz,,,,720 x 1600 (HD+),PLS TFT LCD,16 M,Octa-Core,예,예,32,20.4,"B1(2100), B3(1800), B4(AWS), B5(850), B7(2600), B8(900), B17(700), B20(800), B28(700)","B38(2600), B40(2300), B41(2500)",터치 바,163.7 x 75.3 x 8.9,192,,최대 23,최대 23,최대 21,,최대 109,,,,,최대 54,,F2.2,MicroSD (최대 512 GB),,,,"갤럭시 버즈+, 갤럭시 버즈, 갤럭시 핏, 갤럭시 핏 e, 갤럭시 워치, 갤럭시 워치 액티브, 갤럭시 워치 액티브2, 기어 핏, 기어 핏2, 기어 핏2 프로, 기어 스포츠, 기어1, 기어2, 기어2 네오, 기어 S, 기어 S2, 기어 S3, 기어 아이콘X, 기어 아이콘X (2018)",3,Single-SIM,USB Type-C,미지원,166.3 mm,아니오,,Digital Zoom up to 8x,아니오,,아니오,48.0 MP + 8.0 MP + 2.0 MP + 2.0 MP,"F2.0 , F2.2 , F2.4 , F2.4",,,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
5000,,,,,아니오,,,,,,,,,,Nano-SIM (4FF),,"GSM850, GSM900, DCS1800, PCS1900","B1(2100), B2(1900), B5(850), B8(900)",,,,,,,,,FHD (1920 x 1080) @30fps,20.0 MP,아니오,,,"GPS, Glonass, Beidou, Galileo",Smart Switch (PC version),Bluetooth v5.0,아니오,아니오,예,USB 2.0,802.11 a/b/g/n/ac 2.4+5 GHz,예,,3.5 mm Stereo,"MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM",FHD (1920 x 1080) @60fps,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",프리즘 크러시 블루,"2 GHz, 1.7 GHz",,,,1080 x 2400 (FHD+),Super AMOLED,16 M,Octa-Core,예,예,64,47.6,"B1(2100), B3(1800), B5(850), B7(2600), B8(900), B17(700), B20(800), B28(700)","B38(2600), B40(2300), B41(2500)",터치 바,159.3 x 73.1 x 8.6,186,,최대 20,최대 20,최대 22,,최대 97,,,,,최대 33,,F2.2,MicroSD (최대 512 GB),,,,"갤럭시 버즈+, 갤럭시 버즈, 갤럭시 핏, 갤럭시 핏 e, 갤럭시 워치, 갤럭시 워치 액티브, 갤럭시 워치 액티브2, 기어 핏, 기어 핏2, 기어 핏2 프로, 기어 스포츠, 기어1, 기어2, 기어2 네오, 기어 S, 기어 S2, 기어 S3, 기어 아이콘X, 기어 아이콘X (2018)",4,Single-SIM,USB Type-C,미지원,162.1 mm,아니오,,Digital Zoom up to 8x,아니오,,아니오,48.0 MP + 5.0 MP + 8.0 MP + 5.0 MP,"F2.0 , F2.4 , F2.2 , F2.4",,,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
4500,,,,,아니오,,,,,,,,,,Nano-SIM (4FF),,"GSM850, GSM900, DCS1800, PCS1900","B1(2100), B2(1900), B4(AWS), B5(850), B8(900)",,,,,,,,,UHD 4K (3840 x 2160) @30fps,32.0 MP,아니오,,,"GPS, Glonass, Beidou, Galileo",Smart Switch (PC version),Bluetooth v5.0,아니오,예,예,USB 2.0,"802.11 a/b/g/n/ac 2.4 G+5 GHz, VHT80",예,,3.5 mm Stereo,"MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM",UHD 4K (3840 x 2160)@120fps,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",프리즘 큐브 블루,"2.2 GHz, 1.8 GHz",,,,1080 x 2400 (FHD+),Super AMOLED Plus,16 M,Octa-Core,예,예,128,104.1,"B1(2100), B2(1900), B3(1800), B4(AWS), B5(850), B7(2600), B8(900), B12(700), B13(700), B17(700), B20(800), B26(850), B28(700), B66(AWS-3)","B38(2600), B40(2300), B41(2500)",터치 바,162.5 x 75.5 x 8.1,185,,최대 15,최대 15,최대 19,,최대 87,,,,,최대 24,,F2.2,MicroSD (최대 1 TB),,,,"갤럭시 버즈+, 갤럭시 버즈, 갤럭시 핏, 갤럭시 핏 e, 갤럭시 워치, 갤럭시 워치 액티브, 갤럭시 워치 액티브2, 기어 핏, 기어 핏2, 기어 핏2 프로, 기어 스포츠, 기어1, 기어2, 기어2 네오, 기어 S, 기어 S2, 기어 S3, 기어 아이콘X, 기어 아이콘X (2018)",8,Single-SIM,USB Type-C,미지원,169.5 mm,아니오,,Digital Zoom up to 8x,아니오,"480fps @HD, 240fps @HD",아니오,64.0 MP + 12.0 MP + 5.0 MP + 5.0 MP,"F1.8 , F2.2 , F2.2 , F2.4",N78(3500),,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
5000,,,,,아니오,,,,,,,,,,Nano-SIM (4FF),,"GSM850,GSM900,DCS1800,PCS1900","B1(2100),B5(850),B8(900)",,,,,,,,,FHD?(1920 x 1080) @30fps,8.0 MP,아니오,,,"GPS,Glonass,Beidou,Galileo",Smart Switch (PC version),Bluetooth v5.0,아니오,,예,USB 2.0,802.11 b/g/n 2.4 GHz,예,,3.5 mm Stereo,"MP4,M4V,3GP,3G2,WMV,ASF,AVI,FLV,MKV,WEBM",FHD?(1920 x 1080) @30fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,WMA,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",화이트,"2.3 GHz,1.8 GHz",,,,720 x 1600 (HD+),PLS TFT LCD,16 M,Octa-Core,예,예,32,20.3,"B1(2100),B3(1800),B5(850),B7(2600),B8(900),B20(800),B28(700)","B38(2600),B40(2300),B41(2500)",터치 바,164.0 x 75.8 x 8.9,205,,최대 20,최대 19,최대 21,,최대 109,,,,,최대 34,,F2.2,MicroSD (최대 1 TB),,,,"갤럭시 버즈 프로,갤럭시 버즈 라이브,갤럭시 버즈+,갤럭시 버즈,갤럭시 핏2,갤럭시 핏 e,갤럭시 핏,갤럭시 워치3,갤럭시 워치,갤럭시 워치 액티브2,갤럭시 워치 액티브,기어 핏2 프로,기어 핏2,기어 스포츠,기어 S3,기어 S2,기어 아이콘X,기어 아이콘X (2018)",3,Single-SIM,USB Type-C,미지원,165.5 mm,아니오,,Digital Zoom up to 10x,아니오,,아니오,48.0 MP + 5.0 MP + 2.0 MP + 2.0 MP,"F2.0 , F2.2 , F2.4 , F2.4",,,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
5000,,,,,아니오,,,,,,,,,,Nano-SIM (4FF),,"GSM850,GSM900,DCS1800,PCS1900","B1(2100),B2(1900),B4(AWS),B5(850),B8(900)",,,,,,,,,QWXGA 2K (2048 x 1152)@30fps,8.0 MP,아니오,,,"GPS,Glonass,Beidou,Galileo",Smart Switch (PC version),Bluetooth v5.0,아니오,,예,USB 2.0,"802.11 a/b/g/n/ac 2.4 G+5 GHz, VHT80",예,,3.5 mm Stereo,"MP4,M4V,3GP,3G2,AVI,FLV,MKV,WEBM",FHD?(1920 x 1080) @60fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",민트,"2.2 GHz,2 GHz",,,,1080 x 2408 (FHD+),TFT,16 M,Octa-Core,예,예,128 GB,100.0 GB,"B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),B17(700),B20(800),B28(700)","B38(2600),B40(2300),B41(2500)",터치 바,167.2 x 76.4 x 9.1,206,,,,,,,,,,,,,F2.0,MicroSD (최대 1 TB),,,,"갤럭시 버즈 프로,갤럭시 버즈 라이브,갤럭시 버즈+,갤럭시 버즈2,갤럭시 버즈,갤럭시 핏2,갤럭시 핏 e,갤럭시 핏,갤럭시 워치4,갤럭시 워치3,갤럭시 워치,갤럭시 워치 액티브2,갤럭시 워치 액티브,기어 핏2 프로,기어 핏2,기어 스포츠,기어 S3,기어 S2,기어 아이콘X (2018)",4 GB,Single-SIM,USB Type-C,미지원,167.2 mm,아니오,,Digital Zoom up to 10x,아니오,120fps @HD,아니오,48.0 MP + 5.0 MP + 2.0 MP,"F1.8 , F2.2 , F2.4",N78(3500),,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
5000,,,,,아니오,,,,,,,,,,Nano-SIM (4FF),,"GSM850,GSM900,DCS1800,PCS1900","B1(2100),B2(1900),B5(850),B8(900)",,,,,,,,,FHD?(1920 x 1080) @30fps,20.0 MP,아니오,,,"GPS,Glonass,Beidou,Galileo",Smart Switch (PC version),Bluetooth v5.0,아니오,,예,USB 2.0,802.11 a/b/g/n/ac 2.4+5 GHz,예,,3.5 mm Stereo,"MP4,M4V,3GP,3G2,AVI,FLV,MKV,WEBM",FHD?(1920 x 1080) @60fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",어썸 화이트,"2 GHz, 1.8 GHz",,,,1080 x 2400 (FHD+),Super AMOLED,16 M,Octa-Core,예,예,64,46.2,"B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),B17(700),B20(800),B28(700)","B38(2600),B40(2300),B41(2500)",터치 바,158.9 x 73.6 x 8.4,184,,최대 19,최대 19,최대 20,,최대 93,,,,,최대 34,,F2.2,MicroSD (최대 1 TB),,,,"갤럭시 버즈 프로,갤럭시 버즈 라이브,갤럭시 버즈+,갤럭시 버즈,갤럭시 핏2,갤럭시 핏 e,갤럭시 핏,갤럭시 워치3,갤럭시 워치,갤럭시 워치 액티브2,갤럭시 워치 액티브,기어 핏2 프로,기어 핏2,기어 스포츠,기어 S3,기어 S2,기어 아이콘X (2018)",4,Single-SIM,USB Type-C,미지원,162.1 mm,아니오,,Digital Zoom up to 10x,아니오,120fps @HD,아니오,64.0 MP + 8.0 MP + 5.0 MP + 5.0 MP,"F1.8 , F2.2 , F2.4 , F2.4",,,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
5000,,,,,아니오,,,,,,,,,,Nano-SIM (4FF),,"GSM850,GSM900,DCS1800,PCS1900","B1(2100),B2(1900),B4(AWS),B5(850),B8(900)",,,,,,,,,UHD 4K (3840 x 2160) @30fps,13.0 MP,아니오,,,"GPS,Glonass,Beidou,Galileo",Smart Switch (PC version),Bluetooth v5.0,아니오,,예,USB 2.0,"802.11 a/b/g/n/ac 2.4 G+5 GHz, VHT80",예,,3.5 mm Stereo,"MP4,M4V,3GP,3G2,AVI,FLV,MKV,WEBM",UHD 4K (3840 x 2160) @30fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",어썸 블랙,2 GHz,,,,720 x 1600 (HD+),TFT,16 M,Octa-Core,예,예,128 GB,103.0 GB,"B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),B17(700),B20(800),B28(700)","B38(2600),B40(2300),B41(2500)",터치 바,164.2 x 76.1 x 9.1,205,,최대 19,최대 20,최대 20,,최대 106,,,,,최대 36,,F2.2,MicroSD (최대 1 TB),,,,"갤럭시 버즈 프로,갤럭시 버즈 라이브,갤럭시 버즈+,갤럭시 버즈,갤럭시 핏2,갤럭시 핏 e,갤럭시 핏,갤럭시 워치3,갤럭시 워치,갤럭시 워치 액티브2,갤럭시 워치 액티브,기어 핏2 프로,기어 핏2,기어 스포츠,기어 S3,기어 S2,기어 아이콘X (2018)",4 GB,Single-SIM,USB Type-C,미지원,165.5 mm,아니오,,Digital Zoom up to 10x,아니오,120fps @HD,아니오,48.0 MP + 8.0 MP + 5.0 MP + 2.0 MP,"F1.8 , F2.2 , F2.4 , F2.4",N78(3500),,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
5000,,,,,아니오,,,,,,,,,,Nano-SIM (4FF),,"GSM850,GSM900,DCS1800,PCS1900","B1(2100),B2(1900),B4(AWS),B5(850),B8(900)",,,,,,,,,UHD 4K (3840 x 2160) @30fps,20.0 MP,아니오,,,"GPS,Glonass,Beidou,Galileo",Smart Switch (PC version),Bluetooth v5.0,아니오,,예,USB 2.0,802.11 a/b/g/n/ac 2.4+5 GHz,예,,3.5 mm Stereo,"MP4,M4V,3GP,3G2,WMV,ASF,AVI,FLV,MKV,WEBM",UHD 4K (3840 x 2160) @30fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,WMA,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",프리즘 닷 블랙,"2.2 GHz,1.8 GHz",,,,720 x 1600 (HD+),Super AMOLED,16 M,Octa-Core,예,예,128 GB,104.0 GB,"B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),B17(700),B20(800),B28(700)","B38(2600),B40(2300),B41(2500)",터치 바,164.4 x 75.9 x 8.6,193,,최대 22,최대 24,최대 35,,최대 146,,,,,최대 37,,F2.2,MicroSD (최대 1 TB),,,,"갤럭시 버즈 프로,갤럭시 버즈 라이브,갤럭시 버즈+,갤럭시 버즈,갤럭시 핏2,갤럭시 핏 e,갤럭시 핏,갤럭시 워치3,갤럭시 워치,갤럭시 워치 액티브2,갤럭시 워치 액티브,기어 핏2 프로,기어 핏2,기어 스포츠,기어 S3,기어 S2,기어 아이콘X (2018)",4 GB,Single-SIM,USB Type-C,미지원,167.7 mm,아니오,,Digital Zoom up to 10x,아니오,"480fps @HD,240fps @HD",아니오,48.0 MP + 8.0 MP + 5.0 MP + 5.0 MP,"F1.8 , F2.2 , F2.4 , F2.4",N78(3500),,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
4500,,,,,아니오,,,,,,,,,,Nano-SIM (4FF),,"GSM850,GSM900,DCS1800,PCS1900","B1(2100),B2(1900),B4(AWS),B5(850),B8(900)",,,,,,,,,UHD 4K (3840 x 2160) @30fps,32.0 MP,아니오,,,"GPS,Glonass,Beidou,Galileo,QZSS",Smart Switch (PC version),Bluetooth v5.0,아니오,,예,USB 2.0,"802.11 a/b/g/n/ac/ax 2.4 G+5 GHz, HE80, SISO, 1024-QAM",예,,3.5 mm Stereo,"MP4,M4V,3GP,3G2,AVI,FLV,MKV,WEBM",UHD 4K (3840 x 2160) @30fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",어썸 블랙,"2.4 GHz,1.8 GHz",,,,1080 x 2400 (FHD+),Super AMOLED,16 M,Octa-Core,예,예,128 GB,100.0 GB,"B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),B17(700),B20(800),B26(850),B28(700)","B38(2600),B40(2300),B41(2500)",터치 바,159.9 x 75.1 x 8.4,189,,최대 16,최대 16,최대 20,,최대 124,,,,,최대 32,,F2.2,MicroSD (최대 1 TB),,,,"갤럭시 버즈 프로,갤럭시 버즈 라이브,갤럭시 버즈+,갤럭시 버즈2,갤럭시 버즈,갤럭시 핏2,갤럭시 핏 e,갤럭시 핏,갤럭시 워치4,갤럭시 워치3,갤럭시 워치,갤럭시 워치 액티브2,갤럭시 워치 액티브,기어 핏2 프로,기어 핏2,기어 스포츠,기어 S3,기어 S2,기어 아이콘X (2018)",6 GB,Single-SIM,USB Type-C,미지원,164.0 mm,예,Digital Zoom up to 10x,,아니오,240fps @HD,예,64.0 MP + 12.0 MP + 5.0 MP + 5.0 MP,"F1.8 , F2.2 , F2.4 , F2.4",N78(3500),,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
4500,,,,,아니오,,,,,,,,,,Nano-SIM (4FF),,"GSM850,GSM900,DCS1800,PCS1900","B1(2100),B2(1900),B4(AWS),B5(850),B8(900)",,,,,,,,,UHD 4K (3840 x 2160) @30fps,10.0 MP,아니오,,,"GPS,Glonass,Beidou,Galileo",Smart Switch (PC version),Bluetooth v5.0,아니오,,예,USB 2.0,"802.11 a/b/g/n/ac 2.4 G+5 GHz, VHT80",예,,USB Type-C,"MP4,M4V,3GP,3G2,AVI,FLV,MKV,WEBM",UHD 8K (7680 x 4320) @30fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",그레이,"2.9 GHz,2.4 GHz,1.7 GHz",,,,3200 x 1440 (Quad HD+),Dynamic AMOLED 2X,16 M,Octa-Core,예,예,128 GB,102.5 GB,"B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),B17(700),B20(800),B26(850),B28(700),B66(AWS-3)","B38(2600),B40(2300),B41(2500)",터치 바,161.9 x 73.8 x 8.1,176,,최대 14,최대 13,,,,,,,,최대 46,,F2.2,MicroSD (최대 1 TB),,,,"갤럭시 버즈 프로,갤럭시 버즈 라이브,갤럭시 버즈+,갤럭시 버즈,갤럭시 핏2,갤럭시 핏 e,갤럭시 핏,갤럭시 워치3,갤럭시 워치,갤럭시 워치 액티브2,갤럭시 워치 액티브,기어 핏2 프로,기어 핏2,기어 스포츠,기어 S3,기어 S2,기어 아이콘X (2018)",6 GB,Single-SIM,USB Type-C,미지원,169.5 mm,예,,Digital Zoom up to 10x,예,240fps @FHD,예,64.0 MP + 12.0 MP + 5.0 MP,"F1.8 , F2.2 , F2.4",N78(3500),,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
5000,,,,,아니오,,,,,,,,,,Nano-SIM (4FF),,"GSM850,GSM900,DCS1800,PCS1900","B1(2100),B5(850),B8(900)",,,,,,,,,FHD (1920 x 1080) @30fps,8.0 MP,아니오,,,"GPS,Glonass,Beidou,Galileo,QZSS",Smart Switch (PC version),Bluetooth v5.0,아니오,,예,USB 2.0,802.11 a/b/g/n/ac 2.4+5 GHz,예,,3.5 mm Stereo,"MP4,M4V,3GP,3G2,AVI,FLV,MKV,WEBM",FHD (1920 x 1080) @60fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",화이트,2 GHz,,,,1080 x 2408 (FHD+),PLS TFT LCD,16 M,Octa-Core,예,예,64 GB,48.2GB,"B1(2100),B3(1800),B5(850),B7(2600),B8(900),B20(800),B28(700)","B38(2600),B40(2300),B41(2500)",터치 바,165.1 x 76.4 x 8.8,195,,최대 20,최대 21,최대 20,,최대 94,,,,,최대 54,,F2.2,MicroSD (최대 1 TB),,,,"갤럭시 버즈 프로,갤럭시 버즈 라이브,갤럭시 버즈+,갤럭시 버즈2,갤럭시 버즈,갤럭시 핏2,갤럭시 핏 e,갤럭시 핏,갤럭시 워치4,갤럭시 워치3,갤럭시 워치,갤럭시 워치 액티브2,갤럭시 워치 액티브,기어 핏2 프로,기어 핏2,기어 스포츠,기어 S3,기어 S2,기어 아이콘X (2018)",4 GB,Single-SIM,USB Type-C,미지원,167.2 mm,아니오,,Digital Zoom up to 10x,아니오,,아니오,50.0 MP + 5.0 MP + 2.0 MP + 2.0 MP,"F1.8 , F2.2 , F2.4 , F2.4",,,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
5000,,,,,아니오,,,,,,,,,,,,"GSM850,GSM900,DCS1800,PCS1900","B1(2100),B2(1900),B4(AWS),B5(850),B8(900)",,,,,,,,,FHD (1920 x 1080) @30fps,5.0 MP,아니오,,,"GPS,Glonass,Beidou,Galileo,QZSS",Smart Switch (PC version),Bluetooth v5.0,아니오,,예,USB 2.0,"802.11 a/b/g/n/ac 2.4 G+5 GHz, VHT80",예,,3.5 mm Stereo,"MP4,M4V,3GP,3G2,AVI,FLV,MKV,WEBM",FHD (1920 x 1080) @60fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",라이트 블루,"2.2 GHz,2 GHz",,,,720 x 1600 (HD+),PLS LCD,16 M,Octa-Core,예,예,128 GB,101.1GB,"B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),B17(700),B20(800),B26(850),B28(700),B66(AWS-3)","B38(2600),B40(2300),B41(2500)",터치 바,164.5 x 76.5 x 8.8,195,,최대 20,최대 20,최대 21,,최대 119,,,,,최대 36,,F2.0,MicroSD (최대 1 TB),,,,"갤럭시 버즈2 프로,갤럭시 버즈 프로,갤럭시 버즈 라이브,갤럭시 버즈+,갤럭시 버즈2,갤럭시 버즈,갤럭시 핏2,갤럭시 핏 e,갤럭시 핏,갤럭시 워치5,갤럭시 워치4,갤럭시 워치3,갤럭시 워치,갤럭시 워치 액티브2,갤럭시 워치 액티브,기어 핏2 프로,기어 핏2,기어 스포츠,기어 S3,기어 S2,기어 아이콘X (2018)",4 GB,Single-SIM,USB Type-C,미지원,165.5 mm,아니오,,Digital Zoom up to 10x,아니오,,아니오,50.0 MP + 2.0 MP + 2.0 MP,"F1.8 , F2.4 , F2.4",N78(3500),,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
5000,,,,,아니오,,,,,,,,,,Nano-SIM (4FF),,"GSM850,GSM900,DCS1800,PCS1900","B1(2100),B2(1900),B4(AWS),B5(850),B8(900)",,,,,,,,,FHD (1920 x 1080) @30fps,8.0 MP,아니오,,,"GPS,Glonass,Beidou,Galileo,QZSS",Smart Switch (PC version),Bluetooth v5.0,아니오,,예,USB 2.0,"802.11 a/b/g/n/ac 2.4 G+5 GHz, VHT80",예,,3.5 mm Stereo,"MP4,M4V,3GP,3G2,AVI,FLV,MKV,WEBM",FHD (1920 x 1080) @60fps,"MP3,M4A,3GA,AAC,OGG,OGA,WAV,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF,IMY,RTTTL,RTX,OTA",화이트,"2.4 GHz,1.9 GHz",,,,1080 x 2408 (FHD+),PLS TFT LCD,16 M,Octa-Core,예,예,128 GB,100.0 GB,"B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),B17(700),B20(800),B26(850),B28(700),B66(AWS-3)","B38(2600),B40(2300),B41(2500)",터치 바,165.4 x 76.9 x 8.4,195,,최대 27,최대 28,최대 26,,최대 174,,,,,최대 56,,F2.2,MicroSD (최대 1 TB),,,,"갤럭시 버즈 프로,갤럭시 버즈 라이브,갤럭시 버즈+,갤럭시 버즈2,갤럭시 버즈,갤럭시 핏2,갤럭시 핏 e,갤럭시 핏,갤럭시 워치4,갤럭시 워치3,갤럭시 워치,갤럭시 워치 액티브2,갤럭시 워치 액티브,기어 핏2 프로,기어 핏2,기어 스포츠,기어 S3,기어 S2,기어 아이콘X (2018)",4 GB,Single-SIM,USB Type-C,미지원,167.2 mm,예,,Digital Zoom up to 10x,아니오,120fps @HD,아니오,50.0 MP + 5.0 MP + 2.0 MP + 2.0 MP,"F1.8 , F2.2 , F2.4 , F2.4",,,,,,,,아니오,아니오,,,,,,,,,,,,,,,,,,,,
